smiles,chembl_id,fp_text,radius,nBits,tanimoto_score
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OCC(F)(F)F)nc1N(C)CCN(C)C,FIRMONERTINIB,00000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000010010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000100000100000100000000000000000000001000100000000000000000001000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000100000000000000010000000000101000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000010100000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000100100000100000010000000000000000000100000000000000000000000100000010000000000100000000000000000100000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001000000000000000000000001000000001000000000000010000000000000000000000000000100000000000001000000000000010000010000000011000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000001000000000000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000001001000000000000000000000000000000000001000000000010000001000001000000000000000000000000000000000000010000000000100000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000,2,2048,0.23076923076923078
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1.O=S(=O)(O)c1ccccc1,SPEBRUTINIB BESYLATE,00000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000100000000000000000000100000000000000001000000000010000000000100000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000010000100000000000000000000000000000000000000000000000000001000000000000000000000000000000100010000000000001000000000000000000000000000000000100000000000000000000000100000000000000000000000001000000000000000001100010001000010000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000001010000000000000010000000000000000100000000000010000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000100001000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000001000000000000000001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,2048,0.22916666666666666
COC(=O)c1ccc2c(n1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,ANSORNITINIB,00000100000000100000000000000000000000000000000000000010000000000000000000100000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000001000000000100000000000000010000000000100000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000100000000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001010000000000010000000000000000000000000100000000000000000000000010000000000000000000100000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000010100000000100000001000000000000000001000000000000000000000000000000100000010000000000100000000000000000000000000000000000100010000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,2,2048,0.22916666666666666
Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,FLUMATINIB,00000000000000100000000000000000000000000000000000000000000000000000100000100000100000000000100000000000000000000010000000000000000100000000000000000000000010000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000100000000000000000000100000000000000000000000000010000100000000000000000000000000000000001000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001001000000000000000000010100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000100100000000000000000000000000000000000000000000000000000000101000010000000100000000000000000000000000000000000000000000000000000000000000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000100000000000000000000000011000000000001000000000000000000000000000011000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000001000000001000000000000001000000000000000000000000011001000000000000000000001001000000000000000000000000000000000001000000000010000001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000100000000000,2,2048,0.22549019607843138
C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1,LAZERTINIB,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000010000000000100000000000000000100000000000000000000000000000000000000000000000000100000100000110000000000000000010100000000000000010000000000000001000100000000000000000000000000010000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000101000100000000000000000000000000000000000001100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000010000000010000000000000000000000000000000001000000000000000000000000000000000100000100000000000000000000000000000000000000000000100000000100000000000000100000000100000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000100100000000000000000100000000000000000100000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000001000000000000010000000000000000000000001000000010000000000000000000000000001010000000010010000000000000000000000001000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000010000000000000000000000000000100000000000000000000001001000000000000000000000000000000000001000000000010000001000001000000000000000000000000000000000000010000000000000000000100000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000,2,2048,0.22429906542056074
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,BELUMOSUDIL,01000000000000000000000000000000000000000100000000000000000000000000000000100000100000000010000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000001000000100000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000010000000000000000000000000000000000000000100000000000000000000000000000000000001000000100000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000001000000000000000000000000000000100000000100000000000000001000001000000000000000000000000000000010000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000010000100000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000010000000000000000000000000000010000000000000000000001000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000,2,2048,0.22340425531914893
CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,IMATINIB MESYLATE,00000000000000100000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000010000100000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001001000000000000000000010000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000100100000000000000000000000000000000000000000000000000000000100000010000000100000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000100000000000000000000000000000001000000000000000000000000000010000000000000000000000010001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000100000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000010000000100000100000000000000000000000010000000000000000000000000001000100000000001000001000000000000000000010001000000000000000000001001000000000000000000000000000000000001000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000,2,2048,0.2222222222222222
CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,SARACATINIB DIFUMARATE,00000000000001100000000000000001000000010000000000000000000000000000000000100000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000010000000001000000000000000000000000000000000000000000010000000000010010000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010100000000000000000000000000000001100000000100000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000001000000100000000000000100000100000000010000000000000000000000000001100000000000010010000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000100000000000000000000000001000000000000000000000000000000000000000000100000000001000110000000000000010000001000001000000000000000000000000000000000100000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000100000000110000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000001000000000000100000000000000000100000000000010000000000000000000000001010000000000000000000000000000000000000000000010000000000000000000000000001010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000010000000001000000000000000000000100000000000000000000000000000010000000001000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000100000000000000000,2,2048,0.2222222222222222
CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,DUBERMATINIB,00000000000000100000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000010000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000110000000000000000000000000000000000000000000000000001001000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000010000000000100000000000000000000000000000000000100000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000001000100000001001000001000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,2048,0.2222222222222222
COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)N(C)C3)n1,IFEBEMTINIB,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000001000000000100000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000010000000010000000000000100001000000000000100000000000000000000000000000000000000100000000000000000000000000010010100000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000100000100010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000001000000000000000000000000000000000100010000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000010000000000000000100000000100000000000000000001000000100000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000010000000000000001000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000000100000000000000011000000000000000000000000001000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000100000000001000000000100001000000000000000000000000000000001000000000000001000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000001000000000000000000000010000000000000000000010000010000100000100000000000100000000000100000000000100000000000000000000100000000000000000000000000000010000000000000000000000000,2,2048,0.22115384615384615
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)N4CCN(CC)CC4)cc23)c1,EPITINIB,00000000000000000000000000000000001000000000000000000000000000000000000000100000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001100000000000000000000100000001000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000010000000000000000000000000000000001000000000000000000000001000000000100000000000010000000000000000000000000010000000000100000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000001000000000000000001100000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000010000100000000000000010000000000000000000000000000000000000000000000000010100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000011000000000000000000000000000000000000000000000000000000000000000000000010000000000001001000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000010000000000000000001000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000,2,2048,0.22105263157894736
C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,NAQUOTINIB,00000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000100000000000000001000000000000000000000000000000000100000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000010000000000000000000000000100000000000000000000000000000000000000000010000000000000001000000100000100000000000000000000000000000000100000000000000000000000000000010000000000000000001100000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000010000001100000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010001000000000000000000000000000000000000000010000000000000000000000000000000000000100000000100000000000000000000000100000000000000000000000000000000010000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000010000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000001001000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000000010000000000000000000000100000000000000000000110000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000011000000000000000001000000000000000000000001000000000000101000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000,2,2048,0.22
C=CC(=O)NC1CCN(c2ncc3ncnc(Nc4ccc(Oc5ccc6c(c5)ncn6C)c(C)c4)c3n2)CC1,ZONGERTINIB,00000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000001000000100000100000000000000000000000000000000000000000010000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001100000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000110000000000000000000000000000000110000000000010000000000000000000000000000000000000100000100100000000000000000000000100000000000000000000000000000000000000001000000000100000000100000000000010000000010000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000010000000000000001000000000000100000000000100000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000001100100000000010000000000100000000000000000100000000000000000000000000000000010000000010000000000000000000000000001000000000000000000000000000000001000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000001000000000100000000000010000000000000000000000000000000000000000000000000000010100000000000000000000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000001000000000000000,2,2048,0.21904761904761905
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,DORAMAPIMOD,00000000000001000000100000000000000000000000000000000000100000000000000000000000100000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000101000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000010000001000000000000000001000000000000000000000000000000000011000000000010000000000000000000000000001010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000010000000100000000000000001000000101000000100000000000000001001000100000000000000001000000000000000000000000000000001000000000010010000000000000000000000000000000000010000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000,2,2048,0.21875
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,DANUSERTIB,01000000000000100000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000100000000000000000100000000000000000000000000000001000100000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000010000100100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010100000000000000000000000001000000000000000000000000000000100000010000000000000000000000001000000000000000000000100000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000010000100000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000001000000001000000010000000000000000000010000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000,2,2048,0.21739130434782608
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,TANDUTINIB,01100000000001000000000000000100000000000000000000000000000000100000000000000000100000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000001000000001000000000000000000000100000000000000000000001000000000000000000000000000010000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000001010000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000010000000000000000000100000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000011000000000000000001000000000000000000000010000000000000000000000000000010000000000000001000100000001010000000000000000000000000100000000010000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000001000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000100000001000000000000000000010000000000100000000000000000000000000000000000000,2,2048,0.21428571428571427
CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1.CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1.O=C(O)CCC(=O)O,NEMIRALISIB SUCCINATE,01000000000000000000000000000000000000000000000000000000000000000000000000100000100000100000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000001000000000000000000000001000000000000000000000010010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000010000000000000000010000000000000000000000000000010000000000001010000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000000000000001000000000001000000000110000000001000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000001000000010000000001000000000000000000000000000000100000000000000000000000001000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000010000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000100000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000000001000000000100000001000000110000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,2048,0.21428571428571427
