"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL2216863";"DEZAPELISIB";"DEZAPELISIB|INCB040093";"Small molecule";"2.0";"421.46";"8";"22";"3.71";"100.86";"8";"2";"0";"4";"N";"0.46";"9.86";"3.26";"2.76";"2.76";"5";"MOL";"0";"30";"8";"2";"0";"421.1121";"-1.42";"NEUTRAL";"C20H16FN7OS";"Cc1csc2nc([C@H](C)Nc3ncnc4[nH]cnc34)c(-c3cccc(F)c3)c(=O)n12";"RSIWALKZYXPAGW-NSHDSACASA-N";"InChI=1S/C20H16FN7OS/c1-10-7-30-20-27-15(11(2)26-18-16-17(23-8-22-16)24-9-25-18)14(19(29)28(10)20)12-4-3-5-13(21)6-12/h3-9,11H,1-2H3,(H2,22,23,24,25,26)/t11-/m0/s1";"False";"0";"['67', 'DEZAPELISIB', 'Dezapelisib', '7', '3; INCB040093']";"['(S)-7-(1-(9H-purin-6-ylamino)ethyl)-6-(3-fluorophenyl)-3-methyl-5H-thiazolo[3,2-a]pyrimidin-5-one', 'DEZAPELISIB', 'Dezapelisib', 'Dezapelisib', 'Dezapelisib']"
"CHEMBL2105685";"AMUVATINIB HYDROCHLORIDE";"AMUVATINIB HYDROCHLORIDE|HPK56|HPK56 HCL|MP-470 HCI|MP-470.HCL|MP470 HCI|MP470.HCL";"Small molecule";"-1.0";"483.98";"14";"179";"3.30";"75.89";"7";"1";"0";"3";"N";"0.48";"None";"2.33";"3.52";"3.52";"4";"MOL";"0";"32";"8";"1";"0";"447.1365";"-1.19";"NEUTRAL";"C23H22ClN5O3S";"Cl.S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1";"IKQFRXPMBGQJGE-UHFFFAOYSA-N";"InChI=1S/C23H21N5O3S.ClH/c32-23(24-12-15-5-6-18-19(11-15)30-14-29-18)28-9-7-27(8-10-28)22-21-20(25-13-26-22)16-3-1-2-4-17(16)31-21;/h1-6,11,13H,7-10,12,14H2,(H,24,32);1H";"False";"0";"['MP470 HCl', 'AMUVATINIB HYDROCHLORIDE']";"['N-(benzo[d][1,3]dioxol-5-ylmethyl)-4-(benzofuro[3,2-d]pyrimidin-4-yl)piperazine-1-carbothioamide hydrochloride', 'AMUVATINIB HYDROCHLORIDE']"
"CHEMBL2103871";"ALISERTIB SODIUM";"ALISERTIB SODIUM|MLN-8237-004|MLN8237-004";"Small molecule";"-1.0";"558.93";"None";"None";"5.75";"105.93";"7";"2";"2";"6";"N";"0.33";"4.28";"3.01";"5.50";"2.74";"4";"MOL";"0";"37";"8";"2";"2";"518.1157";"-0.76";"ACID";"C27H21ClFN4NaO5";"COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)[O-].O.[Na+]";"WLPXWQKMVACWII-UHFFFAOYSA-M";"InChI=1S/C27H20ClFN4O4.Na.H2O/c1-36-21-5-3-4-20(29)23(21)25-19-10-15(28)6-8-17(19)24-14(12-30-25)13-31-27(33-24)32-16-7-9-18(26(34)35)22(11-16)37-2;;/h3-11,13H,12H2,1-2H3,(H,34,35)(H,31,32,33);;1H2/q;+1;/p-1";"False";"0";"['ALISERTIB SODIUM']";"['ALISERTIB SODIUM']"
"CHEMBL4447181";"LONDAMOCITINIB";"LONDAMOCITINIB";"Small molecule";"2.0";"599.66";"8";"53";"3.25";"132.55";"9";"3";"1";"9";"N";"0.27";"10.80";"6.95";"2.57";"2.42";"4";"MOL";"0";"42";"11";"3";"2";"599.2126";"-1.21";"NEUTRAL";"C28H31F2N7O4S";"COC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3F)c[nH]c12)N1CCN(C)CC1";"JNUZADQZHYFJGW-JOCHJYFZSA-N";"InChI=1S/C28H31F2N7O4S/c1-36-10-12-37(13-11-36)22(16-41-2)27(38)33-21-8-4-6-17-18(14-31-26(17)21)25-19(29)15-32-28(35-25)34-20-7-5-9-23(24(20)30)42(3,39)40/h4-9,14-15,22,31H,10-13,16H2,1-3H3,(H,33,38)(H,32,34,35)/t22-/m1/s1";"False";"0";"['17; Ex 35', 'LONDAMOCITINIB', '16; AZD4604']";"['(2R)-N-(3-(5-fluoro-2-(2-fluoro-3-(methylsulfonyl)phenylamino)pyrimidin-4-yl)-1H-indol-7-yl)-3-methoxy-2-(4-methylpiperazin-1-yl)propanamide', 'LONDAMOCITINIB', '(2R)-N-(3-{5-fluoro-2-[2-fluoro-3-(methanesulfonyl)anilino]-pyrimidin-4-yl}-1H-indol-7-yl)-3-methoxy-2-(4-methylpiperazin-1-yl)propanamide']"
"CHEMBL4795907";"DARIZMETINIB";"DARIZMETINIB";"Small molecule";"2.0";"457.46";"2";"7";"3.68";"117.70";"6";"2";"0";"7";"N";"0.41";"9.11";"4.91";"2.41";"2.40";"4";"MOL";"0";"32";"8";"2";"0";"457.1020";"-1.54";"NEUTRAL";"C21H17F2N5O3S";"CCCS(=O)(=O)Nc1c(F)ccc(C(=O)c2n[nH]c3ncc(-c4ccncc4)cc23)c1F";"WBNMARNYIFMNEP-UHFFFAOYSA-N";"InChI=1S/C21H17F2N5O3S/c1-2-9-32(30,31)28-19-16(22)4-3-14(17(19)23)20(29)18-15-10-13(11-25-21(15)27-26-18)12-5-7-24-8-6-12/h3-8,10-11,28H,2,9H2,1H3,(H,25,26,27)";"False";"0";"['Exp 63', 'DARIZMETINIB']";"['N-(2,6-difluoro-3-(5-(pyridin-4-yl)-1H-pyrazolo[3,4-b]pyridine-3-carbonyl)phenyl)propane-1-sulfonamide', 'DARIZMETINIB']"
"CHEMBL2105742";"VOLASERTIB TRIHYDROCHLORIDE";"BI 6727 CL3|BI-6727 CL3|BI-6727-CL3|VOLASERTIB HYDROCHLORIDE|VOLASERTIB TRIHYDROCHLORIDE";"Small molecule";"-1.0";"728.21";"None";"None";"4.27";"106.17";"9";"2";"1";"10";"N";"0.40";"12.25";"8.70";"4.20";"2.89";"2";"MOL";"0";"45";"11";"2";"2";"618.4006";"-1.26";"BASE";"C34H53Cl3N8O3";"CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C.Cl.Cl.Cl";"JFEPFDDQDQBWIL-VCVQLDHKSA-N";"InChI=1S/C34H50N8O3.3ClH/c1-6-28-33(44)39(4)29-20-35-34(38-31(29)42(28)22(2)3)37-27-14-9-24(19-30(27)45-5)32(43)36-25-10-12-26(13-11-25)41-17-15-40(16-18-41)21-23-7-8-23;;;/h9,14,19-20,22-23,25-26,28H,6-8,10-13,15-18,21H2,1-5H3,(H,36,43)(H,35,37,38);3*1H/t25-,26-,28-;;;/m1.../s1";"False";"0";"['VOLASERTIB TRIHYDROCHLORIDE']";"['VOLASERTIB TRIHYDROCHLORIDE']"
"CHEMBL3962292";"LABUXTINIB";"LABUXTINIB";"Small molecule";"2.0";"377.38";"1";"2";"3.77";"85.32";"6";"1";"0";"4";"N";"0.59";"None";"4.38";"3.15";"3.15";"4";"MOL";"0";"28";"7";"1";"0";"377.1288";"-2.15";"NEUTRAL";"C20H16FN5O2";"Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2ccccn12";"RHNJOZCVGSBEAG-KBPBESRZSA-N";"InChI=1S/C20H16FN5O2/c1-11-5-6-12(18-24-20(28-25-18)13-9-14(13)21)8-15(11)23-19(27)16-10-22-17-4-2-3-7-26(16)17/h2-8,10,13-14H,9H2,1H3,(H,23,27)/t13-,14-/m0/s1";"False";"0";"['BDBM193999', 'LABUXTINIB']";"['US9199981, F110::US9199981, F91', 'LABUXTINIB']"
"CHEMBL261131";"DIACYLGLYCEROL KINASE INHIBITOR II";"Diacylglycerol Kinase Inhibitor Ii";"Small molecule";"";"489.59";"269";"566";"5.94";"41.03";"4";"1";"1";"5";"N";"0.35";"6.67";"7.73";"5.76";"5.79";"4";"MOL";"-1";"35";"4";"1";"1";"489.1686";"-1.06";"NEUTRAL";"C28H25F2N3OS";"O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"ZCNBZFRECRPCKU-UHFFFAOYSA-N";"InChI=1S/C28H25F2N3OS/c29-22-9-5-19(6-10-22)26(20-7-11-23(30)12-8-20)21-13-15-32(16-14-21)17-18-33-27(34)24-3-1-2-4-25(24)31-28(33)35/h1-12H,13-18H2,(H,31,35)";"False";"-1";"['R-59949', 'Diacylglycerol Kinase Inhibitor II', 'K00032, R59949', 'SID855913', 'NCGC00093804-01', 'K00032', 'R59949', 'R59949']";"['R-59949', '3-(2-(4-(bis(4-fluorophenyl)methylene)piperidin-1-yl)ethyl)-2-thioxo-2,3-dihydroquinazolin-4(1H)-one', '3-{2-[4-[bis-(4-fluorophenyl)methylene]-1-piperidinyl]ethyl}-2,3-dihydro-2-thioxo-4(1H)quinazolinone', 'SID855913', 'Diacylglycerol Kinase Inhibitor II', 'K00032', '3-(2-(4-(bis(4-fluorophenyl)methylene)piperidin-1-yl)ethyl)-2-thioxo-2,3-dihydroquinazolin-4(1H)-one', '3-(2-(4-(bis(4-fluorophenyl)methylene)piperidin-1-yl)ethyl)-2-thioxo-2,3-dihydroquinazolin-4(1H)-one']"
"CHEMBL4297329";"PIFUSERTIB";"PIFUSERTIB|TAS 117|TAS-117";"Small molecule";"2.0";"424.50";"None";"None";"4.33";"86.19";"6";"2";"0";"3";"N";"0.51";"None";"9.06";"2.97";"1.32";"4";"MOL";"0";"32";"6";"3";"0";"424.1899";"-0.24";"BASE";"C26H24N4O2";"C[C@]1(O)C[C@@](N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)C1";"AIFGVDXMHWGOGJ-DIVCQZSQSA-N";"InChI=1S/C26H24N4O2/c1-25(31)14-26(27,15-25)19-9-7-17(8-10-19)22-23(18-5-3-2-4-6-18)30-16-32-21-11-12-28-13-20(21)24(30)29-22/h2-13,31H,14-16,27H2,1H3/t25-,26-";"False";"0";"['PIFUSERTIB', 'PIFUSERTIB']";"['PIFUSERTIB', 'PIFUSERTIB']"
"CHEMBL603469";"LESTAURTINIB";"A-154475|A-154475.0|CEP-701|Cep-701|KT-555|KT-5555|KT5555|LESTAURTINIB|Lestaurtinib|SP-924|SP924|SPM-924";"Small molecule";"3.0";"439.47";"1077";"1794";"3.47";"88.65";"6";"3";"0";"1";"N";"0.37";"12.26";"None";"2.86";"2.86";"5";"MOL";"0";"33";"7";"3";"0";"439.1532";"1.14";"NEUTRAL";"C26H21N3O4";"C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O";"UIARLYUEJFELEN-LROUJFHJSA-N";"InChI=1S/C26H21N3O4/c1-25-26(32,12-30)10-18(33-25)28-16-8-4-2-6-13(16)20-21-15(11-27-24(21)31)19-14-7-3-5-9-17(14)29(25)23(19)22(20)28/h2-9,18,30,32H,10-12H2,1H3,(H,27,31)/t18-,25+,26+/m1/s1";"False";"0";"['LESTAURTINIB', 'CEP-701', 'SID144206186', 'SID50113274', 'Lestaurtinib', 'CEP-701', 'CEP-701', '4, CEP-701', 'Lestaurtinib', '3', 'Lestaurtinib', 'LESTAURTINIB', 'CEP-701', 'Lestaurtinib', 'COVC-3355652331', '2', '26', '29; CEP-701', 'Lestaurtinib', '46; CEP-701, KT-5555', 'CEP701', 'Lestaurtinib', 'Lestaurtinib']";"['LESTAURTINIB', 'CEP-701', 'SID144206186', 'SID50113274', 'Lestaurtinib', '16-hydroxy-16-(hydroxymethyl)-15-methyl-28-oxa-4,14,19-triazaoctacyclo[12.11.2.1^{15,18}.0^{2,6}.0^{7,27}.0^{8,13}.0^{19,26}.0^{20,25}]octacosa-1(26),2(6),7(27),8(13),9,11,20(25),21,23-nonaen-3-one', '16-hydroxy-16-(hydroxymethyl)-15-methyl-28-oxa-4,14,19-triazaoctacyclo[12.11.2.1^{15,18}.0^{2,6}.0^{7,27}.0^{8,13}.0^{19,26}.0^{20,25}]octacosa-1(26),2(6),7(27),8(13),9,11,20(25),21,23-nonaen-3-one', 'CEP-701', 'Lestaurtinib', 'lestaurtinib', 'Lestaurtinib', 'LESTAURTINIB', 'CEP-701', 'Lestaurtinib', 'LESTAURTINIB', 'Lestaurtinib', 'Lestaurtinib', '(5S,6S,8R)-6-hydroxy-6-(hydroxymethyl)-5-methyl-5,6,7,8,14,15-hexahydro-13H-16-oxa-4b,8a,14-triaza-5,8-methanodibenzo[b,h]cycloocta[jkl]cyclopenta[e]-as-indacen-13-one', 'Lestaurtinib', 'Lestaurtinib', None, 'Lestaurtinib', 'Lestaurtinib']"
"CHEMBL4297866";"ABIVERTINIB MALEATE";"A-610MA|A610MA|ABIVERTINIB MALEATE|ABIVERTINIB MALEATE DIHYDRATE|AC-0010MA|AC0010 MALEATE DIHYDRATE|AC0010MA|ACEA-100610MA|ACEA100610MA|EX-ACEA-0010MA|EX-ACEA0010MA|STI-5656";"Small molecule";"3.0";"639.64";"None";"None";"4.51";"98.41";"7";"3";"0";"7";"N";"0.33";"12.60";"7.25";"4.82";"4.59";"4";"MOL";"0";"36";"9";"3";"0";"487.2132";"-1.53";"NEUTRAL";"C30H34FN7O8";"C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1.O.O.O=C(O)/C=C\C(=O)O";"QITOONQVTOGMOJ-IUJXYRIYSA-N";"InChI=1S/C26H26FN7O2.C4H4O4.2H2O/c1-3-23(35)29-17-5-4-6-19(15-17)36-25-20-9-10-28-24(20)31-26(32-25)30-18-7-8-22(21(27)16-18)34-13-11-33(2)12-14-34;5-3(6)1-2-4(7)8;;/h3-10,15-16H,1,11-14H2,2H3,(H,29,35)(H2,28,30,31,32);1-2H,(H,5,6)(H,7,8);2*1H2/b;2-1-;;";"False";"0";"['ABIVERTINIB MALEATE', 'ABIVERTINIB MALEATE']";"['ABIVERTINIB MALEATE', 'ABIVERTINIB MALEATE']"
"CHEMBL3545365";"ALTIRATINIB";"ALTIRATINIB|Altiratinib|DCC-2701|DP-5164";"Small molecule";"2.0";"510.47";"14";"27";"5.00";"109.42";"5";"3";"1";"8";"N";"0.37";"11.33";"4.83";"4.50";"4.49";"3";"MOL";"0";"37";"8";"3";"1";"510.1515";"-1.47";"NEUTRAL";"C26H21F3N4O4";"O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1";"GNNDEPIMDAZHRQ-UHFFFAOYSA-N";"InChI=1S/C26H21F3N4O4/c27-15-3-5-16(6-4-15)31-24(35)26(8-9-26)25(36)32-20-12-19(29)21(13-18(20)28)37-17-7-10-30-22(11-17)33-23(34)14-1-2-14/h3-7,10-14H,1-2,8-9H2,(H,31,35)(H,32,36)(H,30,33,34)";"False";"0";"['14; DCC-2701', 'Altiratinib', '25; DCC2701', 'Altiratinib', 'Altiratinib', 'ALTIRATINIB', 'DCC-2701', 'ALTIRATINIB', 'ALTIRATINIB', 'Altiratinib', 'Altiratinib', 'EOS101521']";"['Altiratinib', 'Altiratinib', 'Altiratinib', 'Altiratinib', 'Altiratinib', 'ALTIRATINIB', 'Altiratinib', 'ALTIRATINIB', 'ALTIRATINIB', 'Altiratinib', 'Altiratinib', 'Altiratinib']"
"CHEMBL3818247";"DALMELITINIB";"DALMELITINIB";"Small molecule";"2.0";"461.48";"62";"70";"3.32";"90.44";"9";"0";"0";"3";"N";"0.41";"None";"4.82";"1.69";"1.69";"5";"MOL";"0";"33";"9";"0";"0";"461.1070";"-1.80";"NEUTRAL";"C22H16FN7O2S";"CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21";"MFEXYTURXUZOID-UHFFFAOYSA-N";"InChI=1S/C22H16FN7O2S/c1-28-9-13(7-25-28)12-5-16(23)21-26-27-22(30(21)10-12)33-14-3-4-17-15(6-14)20-18(8-24-17)29(2)19(31)11-32-20/h3-10H,11H2,1-2H3";"False";"0";"['4d', 'DALMELITINIB']";"['9-((8-Fluoro-6-(1-methyl-1H-pyrazol-4-yl)-[1,2,4]triazolo[4,3-a]pyridin-3-yl)thio)-4-methyl-2H-[1,4]oxazino[3,2-c]quinolin-3(4H)-one', 'DALMELITINIB']"
"CHEMBL4594382";"DEURUXOLITINIB PHOSPHATE";"C-21543 phosphate|CTP-543 phosphate|D8- ruxolitinib phosphate|D8-RUXOLITINIB PHOSPHATE|DEURUXOLITINIB PHOSPHATE";"Small molecule";"1.0";"412.42";"None";"None";"3.47";"83.18";"5";"1";"0";"4";"N";"0.80";"13.89";"3.91";"2.48";"2.48";"3";"MOL";"0";"23";"6";"1";"0";"306.1593";"-0.90";"NEUTRAL";"C17H21N6O4P";"O=P(O)(O)O.[2H]C1([2H])C([C@@H](CC#N)n2cc(-c3ncnc4[nH]ccc34)cn2)C([2H])([2H])C([2H])([2H])C1([2H])[2H]";"JFMWPOCYMYGEDM-NTVOUFPTSA-N";"InChI=1S/C17H18N6.H3O4P/c18-7-5-15(12-3-1-2-4-12)23-10-13(9-22-23)16-14-6-8-19-17(14)21-11-20-16;1-5(2,3)4/h6,8-12,15H,1-5H2,(H,19,20,21);(H3,1,2,3,4)/t15-;/m1./s1/i1D2,2D2,3D2,4D2;";"False";"0";"['DEURUXOLITINIB PHOSPHATE']";"['DEURUXOLITINIB PHOSPHATE']"
"CHEMBL5314511";"CINSEBRUTINIB";"CINSEBRUTINIB";"Small molecule";"2.0";"383.47";"None";"None";"3.57";"79.19";"2";"2";"0";"3";"N";"0.63";"None";"None";"3.28";"3.28";"2";"MOL";"0";"28";"5";"3";"0";"383.2009";"-0.63";"NEUTRAL";"C22H26FN3O2";"C=CC(=O)N1CCC[C@@H](c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CCCCC4)C1";"NEHJPDSXWUIXGI-CYBMUJFWSA-N";"InChI=1S/C22H26FN3O2/c1-2-18(27)26-10-6-7-13(12-26)19-16(23)11-15(22(24)28)21-20(19)14-8-4-3-5-9-17(14)25-21/h2,11,13,25H,1,3-10,12H2,(H2,24,28)/t13-/m1/s1";"False";"0";"['CINSEBRUTINIB']";"['CINSEBRUTINIB']"
"CHEMBL3916717";"SELONSERTIB";"GS-4997|SELONSERTIB";"Small molecule";"3.0";"445.50";"335";"728";"4.68";"90.52";"7";"1";"0";"6";"N";"0.47";"13.86";"5.75";"4.10";"4.09";"4";"MOL";"0";"33";"8";"1";"0";"445.2026";"-1.79";"NEUTRAL";"C24H24FN7O";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"YIDDLAAKOYYGJG-UHFFFAOYSA-N";"InChI=1S/C24H24FN7O/c1-14(2)32-13-27-30-23(32)19-5-4-6-22(28-19)29-24(33)17-10-21(15(3)9-18(17)25)31-11-20(26-12-31)16-7-8-16/h4-6,9-14,16H,7-8H2,1-3H3,(H,28,29,33)";"False";"0";"['SELONSERTIB', 'selonsertib', '4; GS-4997', '3', 'COVC-3370899793', '4', '2; GS-4997', 'selonsertib', 'SELONSERTIB', '2; GS-4997', '1; GS-4997', '6; GS-4997', '2; GS-4997', 'EUB0000695a', '2', 'EOS101171', 'GS-4997', 'EUB0000695a', 'EUB0000695a', 'EUB0000695a', 'EUB0000695a', 'EUB0000695a', 'EUB0000695a']";"['SELONSERTIB', 'selonsertib', 'Selonsertib', '5-(4-cyclopropylimidazol-1-yl)-2-fluoro-N-[6-(4-isopropyl-1,2,4-triazol-3-yl)-2-pyridyl]-4-methyl-benzamide', 'SELONSERTIB HYDROCHLORIDE', '5-(4-cyclopropyl-1H-imidazol-1-yl)-2-fluoro-N-(6-(4-isopropyl-4H-1,2,4-triazol-3-yl)pyridin-2-yl)-4-methylbenzamide', 'Selonsertib', 'selonsertib', 'SELONSERTIB', '5-(4-cyclopropyl-1H-imidazol-1-yl)-2-fluoro-N-(6-(4-isopropyl-4H-1,2,4-triazol-3-yl)pyridin-2-yl)-4-methylbenzamide', '5-(4-cyclopropyl-1H-imidazol-1-yl)-2-fluoro-N-(6-(4-isopropyl-4H-1,2,4-triazol-3-yl)pyridin-2-yl)-4-methylbenzamide', '5-(4-cyclopropyl-1H-imidazol-1-yl)-2-fluoro-N-(6-(4-isopropyl-4H-1,2,4-triazol-3-yl)pyridin-2-yl)-4-methylbenzamide', '5-(4-cyclopropyl-1H-imidazol-1-yl)-2-fluoro-N-(6-(4-isopropyl-4H-1,2,4-triazol-3-yl)pyridin-2-yl)-4-methylbenzamide', 'Selonsertib', 'Selonsertib', 'selonsertib', 'Selonsertib', 'Selonsertib', 'Selonsertib', 'Selonsertib', 'Selonsertib', 'Selonsertib', 'Selonsertib']"
